episode,timestep,reward
39,2000,-48.6478
79,4000,-47.5004
119,6000,-46.9046
159,8000,-47.487
199,10000,-46.6415
239,12000,-48.7472
279,14000,-47.0649
319,16000,-47.155
359,18000,-46.382
399,20000,-46.2509
439,22000,-46.4495
479,24000,-46.6643
519,26000,-47.8091
559,28000,-45.7727
599,30000,-47.3405
639,32000,-46.8723
679,34000,-45.9523
719,36000,-47.2549
759,38000,-46.9052
799,40000,-46.4076
839,42000,-47.617
879,44000,-46.2527
919,46000,-46.8212
959,48000,-47.6941
999,50000,-45.8158
1039,52000,-47.281
1079,54000,-46.0448
1119,56000,-45.6706
1159,58000,-47.7752
1199,60000,-47.1684
1239,62000,-45.2877
1279,64000,-46.9648
1319,66000,-45.8039
1359,68000,-43.7299
1399,70000,-45.9053
1439,72000,-44.6827
1479,74000,-45.4901
1519,76000,-46.341
1559,78000,-46.3603
1599,80000,-47.4617
1639,82000,-48.2035
1679,84000,-46.0723
1719,86000,-47.9159
1759,88000,-46.7295
1799,90000,-44.6411
1839,92000,-47.3904
1879,94000,-46.4924
1919,96000,-45.6703
1959,98000,-47.3898
1999,100000,-48.0364
2039,102000,-46.3019
2079,104000,-45.3961
2119,106000,-47.6653
2159,108000,-46.9587
2199,110000,-46.1788
2239,112000,-47.2665
2279,114000,-47.7976
2319,116000,-47.3679
2359,118000,-47.7289
2399,120000,-48.5837
2439,122000,-45.4136
2479,124000,-46.5326
2519,126000,-46.9992
2559,128000,-48.0044
2599,130000,-47.5371
2639,132000,-49.375
2679,134000,-46.0187
2719,136000,-47.2767
2759,138000,-46.4112
2799,140000,-45.6919
2839,142000,-46.731
2879,144000,-45.3923
2919,146000,-45.0745
2959,148000,-47.2529
2999,150000,-45.3399
3039,152000,-48.8561
3079,154000,-48.7018
3119,156000,-48.0749
3159,158000,-48.0346
3199,160000,-46.4633
3239,162000,-46.1956
3279,164000,-46.3328
3319,166000,-47.1039
3359,168000,-49.0594
3399,170000,-46.7701
3439,172000,-47.92
3479,174000,-47.0518
3519,176000,-46.8519
3559,178000,-46.322
3599,180000,-46.764
3639,182000,-47.035
3679,184000,-49.015
3719,186000,-46.678
3759,188000,-47.4157
3799,190000,-47.0787
3839,192000,-46.7193
3879,194000,-47.9409
3919,196000,-47.0299
3959,198000,-46.9104
3999,200000,-46.8811
4039,202000,-46.1427
4079,204000,-45.931
4119,206000,-47.2635
4159,208000,-47.1227
4199,210000,-46.4274
4239,212000,-46.7174
4279,214000,-46.6578
4319,216000,-46.4854
4359,218000,-46.0122
4399,220000,-47.1062
4439,222000,-45.586
4479,224000,-46.3288
4519,226000,-46.413
4559,228000,-47.6086
4599,230000,-46.314
4639,232000,-44.5424
4679,234000,-46.1656
4719,236000,-48.5675
4759,238000,-47.0139
4799,240000,-44.484
4839,242000,-47.5016
4879,244000,-48.4566
4919,246000,-49.4914
4959,248000,-46.3148
4999,250000,-47.6342
5039,252000,-10.9816
5079,254000,-10.423
5119,256000,-10.0807
5159,258000,-10.8188
5199,260000,-10.4191
5239,262000,-10.381
5279,264000,-10.896
5319,266000,-10.2466
5359,268000,-9.8043
5399,270000,-10.256
5439,272000,-9.9372
5479,274000,-10.1448
5519,276000,-9.9817
5559,278000,-9.1689
5599,280000,-9.627
5639,282000,-8.5462
5679,284000,-9.7181
5719,286000,-9.4673
5759,288000,-9.5806
5799,290000,-9.5712
5839,292000,-9.1691
5879,294000,-9.5496
5919,296000,-8.7953
5959,298000,-9.2024
5999,300000,-9.0666
6039,302000,-9.2312
6079,304000,-9.5812
6119,306000,-9.4936
6159,308000,-9.2136
6199,310000,-8.4283
6239,312000,-8.8804
6279,314000,-9.1924
6319,316000,-9.5035
6359,318000,-8.2676
6399,320000,-8.6386
6439,322000,-8.5893
6479,324000,-8.6805
6519,326000,-8.3737
6559,328000,-8.5641
6599,330000,-9.1491
6639,332000,-8.5152
6679,334000,-8.5766
6719,336000,-8.0138
6759,338000,-8.5997
6799,340000,-8.4972
6839,342000,-8.0962
6879,344000,-8.8607
6919,346000,-8.0018
6959,348000,-8.6237
6999,350000,-8.2827
7039,352000,-8.4701
7079,354000,-8.5113
7119,356000,-8.0318
7159,358000,-8.1901
7199,360000,-8.7793
7239,362000,-8.1085
7279,364000,-8.171
7319,366000,-8.2791
7359,368000,-7.5401
7399,370000,-8.0903
7439,372000,-8.0986
7479,374000,-7.802
7519,376000,-7.6851
7559,378000,-8.1996
7599,380000,-7.953
7639,382000,-7.5455
7679,384000,-8.1653
7719,386000,-7.6951
7759,388000,-7.7578
7799,390000,-7.179
7839,392000,-7.3535
7879,394000,-7.9754
7919,396000,-7.7369
7959,398000,-7.7958
7999,400000,-7.546
8039,402000,-7.4523
8079,404000,-7.2722
8119,406000,-7.915
8159,408000,-7.6816
8199,410000,-7.2174
8239,412000,-7.3364
8279,414000,-7.4202
8319,416000,-7.833
8359,418000,-7.4228
8399,420000,-7.2056
8439,422000,-7.0051
8479,424000,-7.5801
8519,426000,-7.1389
8559,428000,-7.1301
8599,430000,-6.6502
8639,432000,-7.4488
8679,434000,-7.6498
8719,436000,-7.5627
8759,438000,-7.0909
8799,440000,-6.7989
8839,442000,-7.2429
8879,444000,-6.7977
8919,446000,-7.0143
8959,448000,-6.8924
8999,450000,-6.5248
9039,452000,-6.9319
9079,454000,-7.0027
9119,456000,-7.3656
9159,458000,-7.511
9199,460000,-6.7984
9239,462000,-6.9963
9279,464000,-6.4088
9319,466000,-6.2783
9359,468000,-6.379
9399,470000,-6.5626
9439,472000,-6.8623
9479,474000,-7.9402
9519,476000,-7.0429
9559,478000,-7.0247
9599,480000,-7.343
9639,482000,-5.9713
9679,484000,-6.8008
9719,486000,-5.9046
9759,488000,-5.9151
9799,490000,-6.2668
9839,492000,-5.9631
9879,494000,-6.7496
9919,496000,-6.6549
9959,498000,-6.3354
9999,500000,-6.509
10039,502000,-6.6421
10079,504000,-6.8207
10119,506000,-7.228
10159,508000,-5.9692
10199,510000,-6.818
10239,512000,-7.0314
10279,514000,-5.7638
10319,516000,-6.2744
10359,518000,-6.7115
10399,520000,-7.1019
10439,522000,-6.9167
10479,524000,-6.4435
10519,526000,-6.3432
10559,528000,-6.7482
10599,530000,-6.2058
10639,532000,-6.18
10679,534000,-6.1579
10719,536000,-6.5123
10759,538000,-6.4547
10799,540000,-6.2
10839,542000,-6.0159
10879,544000,-5.9821
10919,546000,-7.1479
10959,548000,-6.401
10999,550000,-5.8625
11039,552000,-5.9923
11079,554000,-6.105
11119,556000,-6.0961
11159,558000,-6.4282
11199,560000,-6.3324
11239,562000,-6.4087
11279,564000,-5.9816
11319,566000,-5.9383
11359,568000,-5.9296
11399,570000,-6.1546
11439,572000,-6.2317
11479,574000,-5.9612
11519,576000,-5.9566
11559,578000,-5.9717
11599,580000,-5.6339
11639,582000,-6.2584
11679,584000,-5.4611
11719,586000,-5.862
11759,588000,-5.791
11799,590000,-6.4111
11839,592000,-6.7152
11879,594000,-6.1451
11919,596000,-5.9648
11959,598000,-6.0113
