episode,timestep,reward
19,2000,-38.6987
39,4000,-37.6892
59,6000,-35.1617
79,8000,-35.3609
99,10000,-34.2244
119,12000,-40.5013
140,14000,-29.8456
160,16000,-38.3125
180,18000,-32.38
200,20000,-36.4713
220,22000,-34.9493
240,24000,-32.8999
260,26000,-30.7612
280,28000,-34.8571
300,30000,-33.0494
320,32000,-33.9752
340,34000,-33.5154
360,36000,-35.9437
381,38000,-33.6135
401,40000,-35.2117
421,42000,-33.2965
441,44000,-36.809
461,46000,-36.1592
481,48000,-30.0908
501,50000,-34.1793
521,52000,-33.7244
541,54000,-34.8485
561,56000,-32.0977
581,58000,-31.2729
601,60000,-34.2326
622,62000,-31.7071
643,64000,-27.7231
663,66000,-29.698
684,68000,-30.8823
705,70000,-32.5826
725,72000,-29.7343
745,74000,-32.9769
765,76000,-37.065
785,78000,-33.5819
806,80000,-32.3226
827,82000,-27.4684
848,84000,-32.6317
868,86000,-33.9006
888,88000,-33.0197
909,90000,-27.2557
929,92000,-34.9601
949,94000,-28.2402
969,96000,-31.8538
990,98000,-30.6898
1010,100000,-33.3952
1030,102000,-27.8084
1051,104000,-31.2847
1071,106000,-30.869
1091,108000,-29.173
1111,110000,-30.5679
1131,112000,-32.0287
1151,114000,-32.4308
1172,116000,-31.3817
1192,118000,-32.7909
1212,120000,-26.1192
1233,122000,-31.2236
1254,124000,-28.8815
1274,126000,-29.2027
1296,128000,-29.4143
1316,130000,-33.7607
1337,132000,-31.9839
1358,134000,-31.1112
1379,136000,-28.0879
1399,138000,-30.0903
1420,140000,-29.0523
1441,142000,-28.3489
1461,144000,-30.4799
1481,146000,-34.2299
1502,148000,-30.119
1523,150000,-30.8619
1543,152000,-29.8588
1563,154000,-31.4164
1584,156000,-28.3534
1604,158000,-28.7278
1625,160000,-29.4077
1645,162000,-26.296
1666,164000,-33.991
1686,166000,-28.2125
1706,168000,-33.2393
1727,170000,-28.9388
1748,172000,-29.7932
1769,174000,-30.6171
1790,176000,-27.967
1811,178000,-29.7573
1832,180000,-30.3615
1852,182000,-31.0347
1872,184000,-29.3107
1893,186000,-28.946
1913,188000,-31.7018
1933,190000,-28.6918
1954,192000,-30.5529
1974,194000,-30.5156
1995,196000,-28.7399
2017,198000,-24.0163
2038,200000,-29.657
2059,202000,-29.5202
2079,204000,-35.2939
2099,206000,-32.7709
2120,208000,-29.2731
2141,210000,-30.193
2161,212000,-29.1381
2182,214000,-28.8138
2203,216000,-29.969
2225,218000,-23.3952
2247,220000,-28.4317
2269,222000,-27.2715
2290,224000,-31.1673
2310,226000,-28.5388
2331,228000,-29.3082
2351,230000,-28.4132
2372,232000,-29.4483
2393,234000,-26.7304
2414,236000,-27.8191
2435,238000,-29.8341
2456,240000,-28.0425
2477,242000,-27.2831
2498,244000,-30.3875
2518,246000,-28.0864
2539,248000,-26.1849
2561,250000,-26.6199
2584,252000,-15.3163
2606,254000,-19.4731
2629,256000,-17.0789
2650,258000,-21.7798
2672,260000,-21.9193
2693,262000,-22.0113
2715,264000,-21.4883
2737,266000,-18.8662
2760,268000,-18.5529
2782,270000,-22.244
2804,272000,-18.883
2824,274000,-22.5265
2845,276000,-21.2769
2866,278000,-21.5137
2888,280000,-19.2451
2908,282000,-23.7594
2929,284000,-20.1018
2951,286000,-17.6311
2971,288000,-21.1125
2993,290000,-19.0023
3014,292000,-18.944
3037,294000,-20.3704
3058,296000,-18.9258
3079,298000,-20.6035
3101,300000,-18.7156
3121,302000,-20.8077
3144,304000,-19.1596
3164,306000,-23.0605
3186,308000,-21.3476
3207,310000,-19.6233
3229,312000,-20.8147
3250,314000,-23.0767
3270,316000,-22.1263
3292,318000,-19.6113
3313,320000,-19.1248
3336,322000,-17.9135
3358,324000,-18.9221
3379,326000,-20.95
3401,328000,-19.8356
3423,330000,-18.1526
3445,332000,-19.4845
3467,334000,-20.1673
3489,336000,-18.4119
3512,338000,-19.1202
3534,340000,-18.9809
3555,342000,-20.4544
3577,344000,-19.9466
3599,346000,-20.3373
3622,348000,-19.6105
3643,350000,-22.346
3665,352000,-19.6363
3686,354000,-20.2488
3708,356000,-22.6395
3729,358000,-21.8663
3751,360000,-19.4458
3772,362000,-19.5452
3795,364000,-19.3148
3815,366000,-22.0539
3837,368000,-20.5224
3858,370000,-21.9409
3880,372000,-19.0769
3902,374000,-21.4064
3924,376000,-21.4148
3946,378000,-18.7975
3967,380000,-18.2585
3988,382000,-21.1163
4011,384000,-17.7228
4032,386000,-21.0756
4053,388000,-22.2059
4075,390000,-19.8958
4098,392000,-16.7267
4119,394000,-20.097
4141,396000,-20.4994
4162,398000,-19.9389
4185,400000,-19.0018
4207,402000,-17.6291
4229,404000,-17.6506
4251,406000,-18.8084
4273,408000,-17.8656
4293,410000,-21.9075
4315,412000,-21.424
4336,414000,-19.1136
4358,416000,-18.4704
4381,418000,-18.4817
4402,420000,-18.8027
4422,422000,-20.4793
4443,424000,-21.246
4465,426000,-19.4273
4487,428000,-18.785
4507,430000,-22.3546
4530,432000,-17.9068
4553,434000,-17.22
4574,436000,-19.1109
4595,438000,-21.5018
4617,440000,-19.6951
4639,442000,-19.6682
4660,444000,-21.3478
4681,446000,-18.832
4703,448000,-17.3002
4726,450000,-19.1426
4748,452000,-17.7515
4770,454000,-18.8758
4793,456000,-16.0062
4817,458000,-18.0078
4838,460000,-22.6305
4859,462000,-20.0657
4882,464000,-19.1496
4905,466000,-17.6859
4926,468000,-18.4726
4948,470000,-20.0616
4969,472000,-19.4135
4991,474000,-19.3446
5014,476000,-16.8159
5036,478000,-19.853
5058,480000,-20.4691
5080,482000,-17.5913
5103,484000,-17.355
5124,486000,-20.8081
5147,488000,-18.8532
5169,490000,-18.6936
5192,492000,-19.2981
5214,494000,-18.1473
5235,496000,-22.4131
5256,498000,-21.1623
5278,500000,-17.9859
5300,502000,-18.235
5323,504000,-15.8875
5345,506000,-21.0786
5368,508000,-17.7297
5390,510000,-18.2256
5411,512000,-21.2131
5433,514000,-16.8622
5456,516000,-19.793
5478,518000,-18.6068
5500,520000,-20.08
5521,522000,-17.7716
5543,524000,-19.2262
5566,526000,-19.5746
5586,528000,-20.037
5608,530000,-19.3616
5629,532000,-19.7209
5650,534000,-22.2286
5671,536000,-19.4391
5692,538000,-18.4598
5714,540000,-20.2629
5736,542000,-20.652
5759,544000,-17.8545
5780,546000,-19.7503
5801,548000,-20.9996
5822,550000,-20.8696
5845,552000,-18.8857
5865,554000,-19.8284
5888,556000,-19.4284
5910,558000,-20.8005
5932,560000,-18.7285
5953,562000,-19.8893
5976,564000,-19.4423
5999,566000,-18.8785
6021,568000,-18.4284
6042,570000,-21.5906
6065,572000,-18.5748
6087,574000,-22.3147
6109,576000,-18.7372
6130,578000,-20.6183
6153,580000,-18.6133
6175,582000,-20.3318
6195,584000,-21.3346
6218,586000,-17.6134
6239,588000,-20.0581
6261,590000,-19.5432
6283,592000,-18.461
6305,594000,-16.9018
6327,596000,-18.4153
6350,598000,-14.7795
6371,600000,-20.4792
6393,602000,-18.6294
6415,604000,-18.2429
6437,606000,-18.3234
6459,608000,-16.3876
6482,610000,-20.6584
6504,612000,-17.3882
6524,614000,-21.1445
6546,616000,-19.9409
6567,618000,-19.144
6590,620000,-18.5366
6611,622000,-21.931
6633,624000,-18.4865
6655,626000,-18.1557
6677,628000,-18.3434
6700,630000,-18.2398
6721,632000,-20.093
6742,634000,-21.7906
6763,636000,-19.0695
6785,638000,-19.7967
6806,640000,-17.7543
6828,642000,-18.917
6849,644000,-18.4537
6872,646000,-18.9519
6893,648000,-17.7397
6916,650000,-19.3172
6937,652000,-19.2191
6960,654000,-17.8922
6983,656000,-20.3284
7004,658000,-19.3727
7026,660000,-21.6271
7047,662000,-19.6826
7069,664000,-17.443
7091,666000,-21.0098
7113,668000,-18.1208
7136,670000,-16.946
7157,672000,-18.6946
7180,674000,-19.448
7202,676000,-18.5921
7223,678000,-20.5232
7244,680000,-20.4625
7266,682000,-20.5165
7289,684000,-20.8819
7310,686000,-21.6026
7331,688000,-21.3344
7352,690000,-17.7165
7374,692000,-19.2677
7396,694000,-18.1667
7419,696000,-19.0211
7442,698000,-18.509
7462,700000,-19.117
7485,702000,-18.3438
7508,704000,-17.9129
7530,706000,-18.7423
7552,708000,-20.0162
7574,710000,-20.0468
7595,712000,-19.3631
7618,714000,-17.8423
7639,716000,-20.3236
7661,718000,-19.536
7682,720000,-20.5367
7705,722000,-18.8349
7726,724000,-19.628
7748,726000,-16.8633
7769,728000,-18.012
7792,730000,-17.9757
7813,732000,-20.4206
7835,734000,-18.426
7857,736000,-19.8696
7879,738000,-18.7193
7901,740000,-17.5556
7922,742000,-18.0796
7945,744000,-17.1094
7967,746000,-20.5798
7988,748000,-20.653
8010,750000,-17.1302
8031,752000,-20.775
8053,754000,-17.5705
8076,756000,-16.0006
8098,758000,-17.0632
8120,760000,-19.3387
8141,762000,-22.0974
8163,764000,-18.4378
8185,766000,-20.155
8207,768000,-18.9127
8228,770000,-20.6732
8250,772000,-19.9805
8272,774000,-16.6327
8294,776000,-19.7053
8318,778000,-18.149
8340,780000,-19.6518
8361,782000,-21.8246
8383,784000,-18.6131
8404,786000,-20.8327
8426,788000,-17.628
8449,790000,-17.3293
8470,792000,-21.2866
8492,794000,-20.91
8514,796000,-18.8525
8536,798000,-18.7071
8558,800000,-19.1802
8580,802000,-17.5296
8602,804000,-18.6117
8623,806000,-19.4988
8645,808000,-20.3713
8667,810000,-19.448
8691,812000,-16.8578
8713,814000,-18.1876
8734,816000,-20.6954
8758,818000,-18.6615
8780,820000,-18.5705
8802,822000,-20.8996
8824,824000,-18.5979
8847,826000,-17.6673
8868,828000,-21.987
8890,830000,-17.7246
8912,832000,-16.9153
8933,834000,-20.0041
8954,836000,-19.8013
8976,838000,-20.0605
8997,840000,-20.6164
9020,842000,-18.3629
9041,844000,-20.0257
9062,846000,-21.5943
9084,848000,-18.3936
9106,850000,-18.7861
9129,852000,-16.4903
9150,854000,-19.5785
9171,856000,-19.4959
9192,858000,-19.5099
9214,860000,-19.6995
9236,862000,-20.4927
9259,864000,-19.2019
9281,866000,-20.4799
9302,868000,-18.1928
9325,870000,-17.0274
9347,872000,-17.2245
9370,874000,-17.9447
9392,876000,-16.4039
9414,878000,-18.4728
9436,880000,-18.6866
9459,882000,-17.291
9481,884000,-18.4748
9504,886000,-15.7309
9524,888000,-22.2833
9547,890000,-16.1732
9568,892000,-20.4907
9591,894000,-18.3417
9611,896000,-20.9571
9634,898000,-16.7464
9655,900000,-19.9242
9675,902000,-19.7385
9696,904000,-19.2872
9719,906000,-17.5005
9741,908000,-16.3555
9764,910000,-19.055
9785,912000,-19.1989
9808,914000,-16.7266
9829,916000,-17.3884
9852,918000,-19.3377
9874,920000,-21.7004
9896,922000,-14.8667
9918,924000,-18.2487
9940,926000,-17.321
9961,928000,-19.4142
9982,930000,-21.0496
10004,932000,-19.6382
10025,934000,-20.7587
10045,936000,-18.9005
10066,938000,-21.3919
10088,940000,-21.4866
10111,942000,-18.1602
10132,944000,-18.6711
10153,946000,-21.2243
10176,948000,-17.7841
10198,950000,-18.5417
10219,952000,-19.2253
10242,954000,-16.6242
10264,956000,-19.0529
10285,958000,-18.5218
10308,960000,-18.7033
10329,962000,-17.4438
10351,964000,-20.0447
10373,966000,-17.1542
10394,968000,-18.3094
10417,970000,-18.319
10440,972000,-15.2089
10460,974000,-20.2987
10483,976000,-17.7608
10504,978000,-21.6741
10527,980000,-17.3716
10549,982000,-18.7574
10572,984000,-15.0587
10593,986000,-19.3328
10614,988000,-19.9367
10636,990000,-16.4552
10659,992000,-17.5379
10682,994000,-17.0126
10704,996000,-17.7245
10725,998000,-20.1163
10747,1000000,-21.3803
10769,1002000,-18.9042
10790,1004000,-19.425
10812,1006000,-18.918
10836,1008000,-16.822
10858,1010000,-18.9963
10881,1012000,-15.1953
10904,1014000,-16.409
10926,1016000,-17.0632
10947,1018000,-20.5069
10969,1020000,-19.3114
10991,1022000,-18.5422
11012,1024000,-17.7672
11034,1026000,-18.1295
11056,1028000,-16.2112
11079,1030000,-17.0935
11101,1032000,-18.9346
11123,1034000,-18.4452
11146,1036000,-16.9969
11169,1038000,-17.5563
11190,1040000,-17.8461
11213,1042000,-16.2983
11236,1044000,-17.4079
11259,1046000,-17.3697
11283,1048000,-16.0745
11305,1050000,-17.0826
11328,1052000,-17.0054
11351,1054000,-16.9905
11373,1056000,-18.9063
11396,1058000,-18.8801
11419,1060000,-16.4276
11442,1062000,-16.8019
11465,1064000,-17.3208
11487,1066000,-18.8156
11509,1068000,-18.4064
11532,1070000,-18.0793
11554,1072000,-18.8013
11579,1074000,-16.5691
11601,1076000,-18.4477
11623,1078000,-17.5756
11647,1080000,-14.3606
11669,1082000,-20.7085
11692,1084000,-17.4925
11714,1086000,-18.853
11736,1088000,-17.8221
11757,1090000,-19.6564
11781,1092000,-17.5727
11803,1094000,-20.0445
11826,1096000,-16.526
11849,1098000,-18.0428
11872,1100000,-15.4258
11894,1102000,-19.1718
11916,1104000,-18.1128
11938,1106000,-20.2874
11961,1108000,-18.3272
11983,1110000,-16.1457
12006,1112000,-14.5883
12032,1114000,-14.2221
12054,1116000,-18.3797
12077,1118000,-19.1079
12100,1120000,-18.0919
12122,1122000,-20.6777
12145,1124000,-18.5958
12167,1126000,-19.738
12193,1128000,-14.8725
12216,1130000,-14.5133
12241,1132000,-13.9125
12263,1134000,-17.6273
12286,1136000,-17.0362
12310,1138000,-15.6464
12331,1140000,-18.0509
12353,1142000,-17.8002
12375,1144000,-17.5097
12399,1146000,-15.5978
12422,1148000,-17.2998
12444,1150000,-18.6063
12467,1152000,-16.5558
12489,1154000,-17.7693
12511,1156000,-19.0751
12532,1158000,-17.577
12555,1160000,-19.3703
12578,1162000,-15.555
12601,1164000,-17.4112
12623,1166000,-19.4165
12646,1168000,-15.2325
12669,1170000,-17.2898
12692,1172000,-16.3315
12713,1174000,-18.0478
12736,1176000,-17.198
12759,1178000,-18.7032
12783,1180000,-16.07
12805,1182000,-19.6368
12828,1184000,-19.0686
12851,1186000,-16.2126
12874,1188000,-17.6764
12897,1190000,-17.1715
12921,1192000,-16.5142
12943,1194000,-20.3108
12966,1196000,-15.6795
12990,1198000,-15.2716
13012,1200000,-20.7314
