episode,timestep,reward
1,2000,-1488.9722
3,4000,-1399.8478
5,6000,-1443.3565
7,8000,-1504.394
9,10000,-1430.327
11,12000,-1311.6039
13,14000,-1654.1143
15,16000,-1966.5156
17,18000,-2004.8266
